11900	Smoking	Elegancki garnitur - w sam raz na œlub.
51519	Cor Jadeit (zwyczajne)	Zielone Cor Draconis. Ranga: zwyczajna. Zawiera matowy Smoczy Jadeit klasy surowa do szlifowana.	
51520	Cor Saphirum (zwyczajne)	Niebieski Cor Draconis. Ranga: zwyczajna. Zawiera matowy Smoczy Szafir klasy surowa do szlifowana.	
51521	Cor Granatum (zwyczajne)	Pomarañczowe Cor Draconis. Ranga: zwyczajna. Zawiera matowy Smoczy Granat klasy surowa do szlifowana.	
51522	Cor Atrum (zwyczajne)	Czarne Cor Draconis. Ranga: zwyczajna. Zawiera matowy Smoczy Onyks klasy surowa do szlifowana.	
51523	Cor Diamas (szlachetne)	Bia³e Cor Draconis. Ranga: szlachetna. Zawiera matowy Smoczy Diament klasy surowa do rzadka.	
51524	Cor Rubinum (szlachetne)	Czerwone Cor Draconis. Ranga: szlachetna. Zawiera matowy Smoczy Rubin klasy surowa do rzadka.	
51525	Cor Jadeit (szlachetne)	Zielone Cor Draconis. Ranga: szlachetna. Zawiera matowy Smoczy Jadeit klasy surowa do rzadka.	
51526	Cor Saphirum (szlachetne)	Niebieskie Cor Draconis. Ranga: szlachetna. Zawiera matowy Smoczy Szafir klasy surowa do rzadka.	
51527	Cor Granatum (szlachetne)	Pomarañczowe Cor Draconis. Ranga: szlachetna. Zawiera matowy Smoczy Granat klasy surowa do rzadka.	
51528	Cor Atrum (szlachetne)	Czarne Cor Draconis. Ranga: szlachetna. Zawiera matowy Smoczy Onyks klasy surowa do rzadka.	
51529	Cor Diamas (drogocenne)	Bia³e Cor Draconis. ranga: drogocenna. Zawiera matowy Smoczy Diament klasy surowa do antyczna.	
51530	Cor Rubinum (drogocenne)	Czerwone Cor Draconis. Ranga: drogocenna. Zawiera matowy Smoczy Rubin klasy surowa do antyczna.	
51531	Cor Jadeit (drogocenne)	Zielone Cor Draconis. Ranga: drogocenna. Zawiera matowy Smoczy Jadeit klasy surowa do antyczna.	
51532	Cor Saphirum (drogocenne)	Niebieskie Cor Draconis. Ranga: drogocenna. Zawiera matowy Smoczy Szafir klasy surowa do antyczna.	
51533	Cor Granatum (drogocenne)	Pomarañczowe Cor Draconis. Ranga: drogocenna. Zawiera matowy Smoczy Granat klasy surowa do antyczna.	
51534	Cor Atrum (drogocenne)	Czarne Cor Draconis. Ranga: drogocenna. Zawiera matowy Smoczy Onyks klasy surowa do antyczna.	
51535	Cor Diamas (nieskazitelne)	Bia³e Cor Draconis. Ranga: nieskazitelna. Zawiera matowy Smoczy Diament klasy surowa do legendarna.	
51536	Cor Rubinum (nieskazitelne)	Czerwone Cor Draconis. Ranga: nieskazitelna. Zawiera matowy Smoczy Rubin klasy surowa do legendarna.	
51537	Cor Jadeit (nieskazitelne)	Zielone Cor Draconis. Ranga: nieskazitelna. Zawiera matowy Smoczy Jadeit klasy surowa do legendarna.	
51538	Cor Saphirum (nieskazitelne)	Niebieskie Cor Draconis. Ranga: nieskazitelna. Zawiera matowy Smoczy Szafir klasy surowa do legendarna.	
51539	Cor Granatum (nieskazitelne)	Pomarañczowe Cor Draconis. Ranga: nieskazitelna. Zawiera matowy Smoczy Granat klasy surowa do legendarna.	
51540	Cor Atrum (nieskazitelne)	Czarne Cor Draconis. Ranga: nieskazitelna. Zawiera matowy Smoczy Onyks klasy surowa do legendarna.	
51541	Cor Draconis (roz¿arzone)	Kryszta³owe smocze serce. Ranga: roz¿arzona. Zawiera matowy Smoczy Kamieñ klasy szlifowana do rzadka.	
51542	Cor Diamas (roz¿arzone)	Bia³e Cor Draconis. Ranga: roz¿arzona. Zawiera matowy Smoczy Diament klasy szlifowana do rzadka.	
51543	Cor Rubinum (roz¿arzone)	Czerwone Cor Draconis. Ranga: roz¿arzona. Zawiera matowy Smoczy Rubin klasy szlifowana do rzadka.	
51544	Cor Jadeit (roz¿arzone)	Zielone Cor Draconis. Ranga: roz¿arzona. Zawiera matowy Smoczy Jadeit klasy szlifowana do rzadka.	
51545	Cor Saphirum (roz¿arzone)	Niebieskie Cor Draconis. Ranga: roz¿arzona. Zawiera matowy Smoczy Szafir klasy szlifowana do rzadka.	
51546	Cor Granatum (roz¿arzone)	Pomarañczowe Cor Draconis. Ranga: roz¿arzona. Zawiera matowy Smoczy Granat klasy szlifowana do rzadka.	
51547	Cor Atrum (roz¿arzone)	Czarne Cor Draconis. Ranga: roz¿arzona. Zawiera matowy Smoczy Onyks klasy szlifowana do rzadka.	
51548	Cor Draconis (nieskazitelne)	Kryszta³owe smocze serce. Ranga: nieskazitelna. Zawiera matowy Smoczy Kamieñ klasy surowa do legendarna.	
51549	Cor Draconis (wieczne)	Kryszta³owe smocze serce. Ranga: wieczna. Zawiera matowy Smoczy Kamieñ klasy szlifowana do antyczna.	
51550	Cor Diamas (wieczne)	Bia³e Cor Draconis. Ranga: wieczna. Zawiera matowy Smoczy Diament klasy szlifowana do antyczna.	
51551	Cor Rubinum (wieczne)	Czerwone Cor Draconis. Ranga: wieczna. Zawiera matowy Smoczy Rubin klasy szlifowana do antyczna.	
51552	Cor Jadeit (wieczne)	Zielone Cor Draconis. Ranga: zawiera matowy Smoczy Jadeit klasy szlifowana do antyczna.	
51553	Cor Saphirum (wieczne)	Niebieskie Cor Draconis. Ranga: wieczna. Zawiera matowy Smoczy Szafir klasy szlifowana do antyczna.	
51554	Cor Granatum (wieczne)	Pomarañczowe Cor Draconis. Ranga: wieczna. Zawiera matowy Smoczy Granat klasy szlifowana do antyczna.	
51555	Cor Atrum (wieczne)	Czarne Cor Draconis. Ranga: wieczna. Zawiera matowy Smoczy Onyks klasy szlifowana do antyczna.	
51556	Cor Diamas (mityczne)	Bia³e Cor Draconis. Ranga: mityczna. Zawiera matowy Smoczy Diament klasy szlifowana do legendarna.	
51557	Cor Rubinum (mityczne)	Czerwone Cor Draconis. Ranga: mityczna. Zawiera matowy Smoczy Rubin klasy szlifowana do legendarna.	
51558	Cor Jadeit (mityczne)	Zielone Cor Draconis. Ranga: mityczna. Zawiera matowy Smoczy Jadeit klasy szlifowana do legendarna.	
51559	Cor Saphirum (mityczne)	Niebieskie Cor Draconis. Ranga: mityczna. Zawiera matowy Smoczy Szafir klasy szlifowana do legendarna.	
51560	Cor Granatum (mityczne)	Pomarañczowe Cor Draconis. Ranga: mityczna. Zawiera matowy Smoczy Granat klasy szlifowana do legendarna.	
51561	Cor Atrum (mityczne)	Czarne Cor Draconis. Ranga: mityczna. Zawiera matowy Smoczy Onyks klasy szlifowana do legendarna.	
51562	Cor Draconis (epickie)	Kryszta³owe smocze serce. Ranga: epicka. Zawiera matowy Smoczy Kamieñ klasy rzadka do antyczna.	
51563	Cor Diamas (epickie)	Bia³e Cor Draconis. Ranga: epicka. Zawiera matowy Smoczy Diament klasy rzadka do antyczna.	
51564	Cor Rubinum (epickie)	Czerwone Cor Draconis. Ranga: epicka. Zawiera matowy Smoczy Rubin klasy rzadka do antyczna.	
51565	Cor Jadeit (epickie)	Zielone Cor Draconis. Ranga: epicka. Zawiera matowy Smoczy Jadeit klasy rzadka do antyczna.	
51566	Cor Saphirum (epickie)	Niebieskie Cor Draconis. Ranga: epicka. Zawiera matowy Smoczy Szafir klasy rzadka do antyczna.	
51567	Cor Granatum (epickie)	Pomarañczowe Cor Draconis. Ranga: epicka. Zawiera matowy Smoczy Granat klasy rzadka do antyczna.	
51568	Cor Atrum (epickie)	Czarne Cor Draconis. Ranga: epicka. Zawiera matowy Smoczy Onyks klasy rzadka do antyczna.	
51569	Cor Draconis (boskie)	Kryszta³owe smocze serce. Ranga: boska. Zawiera matowy Smoczy Kamieñ klasy rzadka do legendarna.	
51570	Cor Diamas (boskie)	Bia³e Cor Draconis. Ranga: boska. Zawiera matowy Smoczy Diament klasy rzadka do legendarna.	
51571	Cor Rubinum (boskie)	Czerwone Cor Draconis. Ranga: boska. Zawiera matowy Smoczy Rubin klasy rzadka do legendarna.	
51572	Cor Jadeit (boskie)	Zielone Cor Draconis. Ranga: boska. Zawiera matowy Smoczy Jadeit klasy rzadka do legendarna.	
51573	Cor Saphirum (boskie)	Niebieskie Cor Draconis. Ranga: boska. Zawiera matowy Smoczy Szafir klasy rzadka do legendarna.	
51574	Cor Granatum (boskie)	Pomarañczowe Cor Draconis. Ranga: boska. Zawiera matowy Smoczy Granat klasy rzadka do legendarna.	
51575	Cor Atrum (boskie)	Czarne Cor Draconis. Ranga: boska. Zawiera matowy Smoczy Onyks klasy rzadka do legendarna.	
51576	Cor Draconis+ (zwyczajne)	Potê¿ne Cor Draconis. Ranga: zwyczajna. Zawiera Smoczy Kamieñ klasy surowa do szlifowana o losowym stopniu jakoœci.	
51577	Cor Diamas+ (zwyczajne)	Potê¿ne Cor Draconis. Ranga: zwyczajna. Zawiera Smoczy Diament klasy surowa do szlifowana o losowym stopniu jakoœci.	
51578	Cor Rubinum+ (zwyczajne)	Potê¿ne Cor Draconis. Ranga: zwyczajna. Zawiera Smoczy Rubin klasy surowa do szlifowana o losowym stopniu jakoœci.	
51579	Cor Jadeit+ (zwyczajne)	Potê¿ne Cor Draconis. Ranga: zwyczajna. Zawiera Smoczy Jadeit klasy surowa do szlifowana o losowym stopniu jakoœci.	
51580	Cor Saphirum+ (zwyczajne)	Potê¿ne Cor Draconis. Ranga: zwyczajna. Zawiera Smoczy Szafir klasy surowa do szlifowana o losowym stopniu jakoœci.	
51581	Cor Granatum+ (zwyczajne)	Potê¿ne Cor Draconis. Ranga: zwyczajna. Zawiera Smoczy Granat klasy surowa do szlifowana o losowym stopniu jakoœci.	
51582	Cor Atrum+ (zwyczajne)	Potê¿ne Cor Draconis. Ranga: zwyczajna. Zawiera Smoczy Onyks klasy surowa do szlifowana o losowym stopniu jakoœci.	
51583	Cor Draconis+ (szlachetne)	Potê¿ne Cor Draconis. Ranga: szlachetna. Zawiera Smoczy Kamieñ klasy surowa do rzadka o losowym stopniu jakoœci.	
51584	Cor Diamas+ (szlachetne)	Potê¿ne Cor Draconis. Ranga: szlachetna. Zawiera Smoczy Diament klasy surowa do rzadka o losowym stopniu jakoœci.	
51585	Cor Rubinum+ (szlachetne)	Potê¿ne Cor Draconis. Ranga: szlachetna. Zawiera Smoczy Rubin klasy surowa do rzadka o losowym stopniu jakoœci.	
51586	Cor Jadeit+ (szlachetne)	Potê¿ne Cor Draconis. Ranga: szlachetna. Zawiera Smoczy Jadeit klasy surowa do rzadka o losowym stopniu jakoœci.	
51587	Cor Saphirum+ (szlachetne)	Potê¿ne Cor Draconis. Ranga: szlachetna. Zawiera Smoczy Szafir klasy surowa do rzadka o losowym stopniu jakoœci.	
51588	Cor Granatum+ (szlachetne)	Potê¿ne Cor Draconis. Ranga: szlachetna. Zawiera Smoczy Granat klasy surowa do rzadka o losowym stopniu jakoœci.	
51589	Cor Atrum+ (szlachetne)	Potê¿ne Cor Draconis. Ranga: szlachetna. Zawiera Smoczy Onyks klasy surowa do rzadka o losowym stopniu jakoœci.	
51590	Cor Draconis+ (drogocenne)	Potê¿ne Cor Draconis. Ranga: drogocenna. Zawiera Smoczy Kamieñ klasy surowa do antyczna o losowym stopniu jakoœci.	
51591	Cor Diamas+ (drogocenne)	Potê¿ne Cor Draconis. Ranga: drogocenna. Zawiera Smoczy Diament klasy surowa do antyczna o losowym stopniu jakoœci.	
51592	Cor Rubinum+ (drogocenne)	Potê¿ne Cor Draconis. Ranga: drogocenna. Zawiera Smoczy Rubin klasy surowa do antyczna o losowym stopniu jakoœci.	
51593	Cor Jadeit+ (drogocenne)	Potê¿ne Cor Draconis. Ranga: drogocenna. Zawiera Smoczy Jadeit klasy surowa do antyczna o losowym stopniu jakoœci.	
51594	Cor Saphirum+ (drogocenne)	Potê¿ne Cor Draconis. Ranga: drogocenna. Zawiera Smoczy Szafir klasy surowa do antyczna o losowym stopniu jakoœci.	
51595	Cor Granatum+ (drogocenne)	Potê¿ne Cor Draconis. Ranga: drogocenna. Zawiera Smoczy Granat klasy surowa do antyczna o losowym stopniu jakoœci.	
51596	Cor Atrum+ (drogocenne)	Potê¿ne Cor Draconis. Ranga: drogocenna. Zawiera Smoczy Onyks klasy surowa do antyczna o losowym stopniu jakoœci.	
51597	Cor Draconis+ (nieskazitelne)	Potê¿ne Cor Draconis. Ranga: nieskazitelna. Zawiera Smoczy Kamieñ klasy surowa do legendarna o losowym stopniu jakoœci.	
51598	Cor Diamas+ (nieskazitelne)	Potê¿ne Cor Draconis. Ranga: nieskazitelna. Zawiera Smoczy Diament klasy surowa do legendarna o losowym stopniu jakoœci.	
51599	Cor Rubinum+ (nieskazitelne)	Potê¿ne Cor Draconis. Ranga: nieskazitelna. Zawiera Smoczy Rubin klasy surowa do legendarna o losowym stopniu jakoœci.	
51600	Cor Jadeit+ (nieskazitelne)	Potê¿ne Cor Draconis. Ranga: nieskazitelna. Zawiera Smoczy Jadeit klasy surowa do legendarna o losowym stopniu jakoœci.	
51601	Cor Saphirum+ (nieskazitelne)	Potê¿ne Cor Draconis. Ranga: nieskazitelna. Zawiera Smoczy Szafir klasy surowa do legendarna o losowym stopniu jakoœci.	
51602	Cor Granatum+ (nieskazitelne)	Potê¿ne Cor Draconis. Ranga: nieskazitelna. Zawiera Smoczy Granat klasy surowa do legendarna o losowym stopniu jakoœci.	
51603	Cor Atrum+ (nieskazitelne)	Potê¿ne Cor Draconis. Ranga: nieskazitelna. Zawiera Smoczy Onyks klasy surowa do legendarna o losowym stopniu jakoœci.	
51604	Cor Draconis+ (roz¿arzone)	Potê¿ne Cor Draconis. Ranga: roz¿arzona. Zawiera Smoczy Kamieñ klasy szlifowana do rzadka o losowym stopniu jakoœci.	
51605	Cor Diamas+ (roz¿arzone)	Potê¿ne Cor Draconis. Ranga: roz¿arzona. Zawiera Smoczy Diament klasy szlifowana do rzadka o losowym stopniu jakoœci.	
51606	Cor Rubinum+ (roz¿arzone)	Potê¿ne Cor Draconis. Ranga: roz¿arzona. Zawiera Smoczy Rubin klasy szlifowana do rzadka o losowym stopniu jakoœci.	
51607	Cor Jadeit+ (roz¿arzone)	Potê¿ne Cor Draconis. Ranga: roz¿arzona. Zawiera Smoczy Jadeit klasy szlifowana do rzadka o losowym stopniu jakoœci.	
51608	Cor Saphirum+ (roz¿arzone)	Potê¿ne Cor Draconis. Ranga: roz¿arzona. Zawiera Smoczy Szafir klasy szlifowana do rzadka o losowym stopniu jakoœci.	
51609	Cor Granatum+ (roz¿arzone)	Potê¿ne Cor Draconis. Ranga: roz¿arzona. Zawiera Smoczy Granat klasy szlifowana do rzadka o losowym stopniu jakoœci.	
51610	Cor Atrum+ (roz¿arzone)	Potê¿ne Cor Draconis. Ranga: roz¿arzona. Zawiera Smoczy Onyks klasy szlifowana do rzadka o losowym stopniu jakoœci.	
51611	Cor Draconis+ (wieczne)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Kamieñ klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51612	Cor Diamas+ (wieczne)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Diament klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51613	Cor Rubinum+ (wieczne)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Rubin klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51614	Cor Jadeit+ (wieczne)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Jadeit klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51615	Cor Saphirum+ (wieczne)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Szafir klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51616	Cor Granatum+ (wieczne)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Granat klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51617	Cor Atrum+ (wieczne)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Onyks klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51618	Cor Draconis+ (mityczne)	Potê¿ne Cor Draconis. Ranga: mityczna. Zawiera Smoczy Kamieñ klasy szlifowana do legendarna o losowym stopniu jakoœci.	
51619	Cor Diamas+ (mityczne)	Potê¿ne Cor Draconis. Ranga: mityczna. Zawiera Smoczy Diament klasy szlifowana do legendarna o losowym stopniu jakoœci.	
51620	Cor Rubinum+ (mityczne)	Potê¿ne Cor Draconis. Ranga: mityczna. Zawiera Smoczy Rubin klasy szlifowana do legendarna o losowym stopniu jakoœci.	
51621	Cor Jadeit+ (mityczne)	Potê¿ne Cor Draconis. Ranga: mityczna. Zawiera Smoczy Jadeit klasy szlifowana do legendarna o losowym stopniu jakoœci.	
51622	Cor Saphirum+ (mityczne)	Potê¿ne Cor Draconis. Ranga: mityczna. Zawiera Smoczy Szafir klasy szlifowana do legendarna o losowym stopniu jakoœci.	
51623	Cor Granatum+ (mityczne)	Potê¿ne Cor Draconis. Ranga: mityczna. Zawiera Smoczy Granat klasy szlifowana do legendarna o losowym stopniu jakoœci.	
51624	Cor Atrum+ (mityczne)	Potê¿ne Cor Draconis. Ranga: mityczna. Zawiera Smoczy Onyks klasy szlifowana do legendarna o losowym stopniu jakoœci.	
51625	Cor Draconis+ (epickie)	Potê¿ne Cor Draconis. Ranga: epicka. Zawiera Smoczy Kamieñ klasy rzadka do antyczna o losowym stopniu jakoœci.	
51626	Cor Diamas+ (epickie)	Potê¿ne Cor Draconis. Ranga: epicka. Zawiera Smoczy Diament klasy rzadka do antyczna o losowym stopniu jakoœci.	
51627	Cor Rubinum+ (epickie)	Potê¿ne Cor Draconis. Ranga: epicka. Zawiera Smoczy Rubin klasy rzadka do antyczna o losowym stopniu jakoœci.	
51628	Cor Jadeit+ (epickie)	Potê¿ne Cor Draconis. Ranga: epicka. Zawiera Smoczy Jadeit klasy rzadka do antyczna o losowym stopniu jakoœci.	
51629	Cor Saphirum+ (epickie)	Potê¿ne Cor Draconis. Ranga: epicka. Zawiera Smoczy Szafir klasy rzadka do antyczna o losowym stopniu jakoœci.	
51630	Cor Granatum+ (epickie)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Granat klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51631	Cor Atrum+ (epickie)	Potê¿ne Cor Draconis. Ranga: wieczna. Zawiera Smoczy Onyks klasy szlifowana do antyczna o losowym stopniu jakoœci.	
51632	Cor Draconis+ (boskie)	Potê¿ne Cor Draconis. Ranga: boska. Zawiera Smoczy Kamieñ klasy rzadka do legendarna o losowym stopniu jakoœci.	
51633	Cor Diamas+ (boskie)	Potê¿ne Cor Draconis. Ranga: boska. Zawiera Smoczy Diament klasy rzadka do legendarna o losowym stopniu jakoœci.	
51634	Cor Rubinum+ (boskie)	Potê¿ne Cor Draconis. Ranga: boska. Zawiera Smoczy Rubin klasy rzadka do legendarna o losowym stopniu jakoœci.	
51635	Cor Jadeit+ (boskie)	Potê¿ne Cor Draconis. Ranga: boska. Zawiera Smoczy Jadeit klasy rzadka do legendarna o losowym stopniu jakoœci.	
51636	Cor Saphirum+ (boskie)	Potê¿ne Cor Draconis. Ranga: boska. Zawiera Smoczy Szafir klasy rzadka do legendarna o losowym stopniu jakoœci.	
51637	Cor Granatum+ (boskie)	Potê¿ne Cor Draconis. Ranga: boska. Zawiera Smoczy Granat klasy rzadka do legendarna o losowym stopniu jakoœci.	
51638	Cor Atrum+ (boskie)	Potê¿ne Cor Draconis. Ranga: boska. Zawiera Smoczy Onyks klasy rzadka do legendarna o losowym stopniu jakoœci.	
51639	Smocza Skrzynia	Lazurowa skrzynia zawiera jedenaœcie zwyczajnych Cor Draconis.	
51640	Smocza Skrzynia+	Lazurowa skrzynia zawiera jedenaœcie potê¿nych Cor Draconis rangi "zwyczajna" oraz Zielon¹ Smocz¹ Fasolê.	
51641	Smocza Skrzynia+ (kolorowa)	Lazurowa skrzynia zawiera potê¿ne Cor Draconis w ka¿dym kolorze rangi "zwyczajna" oraz Zielon¹ Smocz¹ Fasolê.	
51642	Smocza Skrzynia (kolorowa)	Lazurowa skrzynia zawiera zwyczajne Cor Draconis w ka¿dym kolorze oraz Zielon¹ Smocz¹ Fasol¹.	
51643	Szlachetna Smocza Skrzynia	Lazurowa skrzynia zawiera jedenaœcie szlachetnych Cor Draconis.	
51644	Szlachetna Smocza Skrzynia+	Lazurowa skrzynia zawiera jedenaœcie potê¿nych Cor Draconis rangi "szlachetna" oraz Zielon¹ Smocz¹ Fasolê.	
51645	Szlachetna Smocza Skrzynia+ (kolor.)	Lazurowe skrzynia zawiera potê¿ne Cor Draconis w ka¿dym kolorze rangi "szlachetna" oraz Zielon¹ Smocz¹ Fasolê.	
51646	Szlachetna smocza Skrzynia (kolor.)	Lazurowa skrzynia zawiera szlachetne Cor Draconis w ka¿dym kolorze oraz Zielon¹ Smocz¹ Fasolê.	
52001	Pieczêæ Dzik	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.
52002	M³ody Dzik (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Dzika, który, po przejœciu szkolenia bojowego, przynosi swojemu jeŸdŸcowi maks. 5% dodatkowych PD.	
52003	M³ody Dzik (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Dzika, który, po przejœciu szkolenia bojowego, podwy¿sza P¯ swojego jeŸdŸca o maks. 500.	
52004	M³ody Dzik (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Dzika, który, po przejœciu szkolenia bojowego, podwy¿sza obronê swojego jeŸdŸca o maks. 150.	
52005	M³ody Dzik (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Dzika, który, po przejœciu szkolenia bojowego, podwy¿sza atak swojego jeŸdŸca o maks. 100.	
52006	Dziki Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Dzika, który nadaje swojemu jeŸdŸcowi +3% si³y w walce z potworami.	
52007	Dziki Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Dzika, który przynosi swojemu jeŸdŸcowi +3% doœwiadczenia.	
52008	Dziki Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Dzika, który podwy¿sza P¯ swojego jeŸdŸca o 250.	
52009	Dziki Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Dzika, który podwy¿sza obronê swojego jeŸdŸca o 50.	
52010	Dziki Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Dzika, który podwy¿sza atak swojego jeŸdŸca o 30.	
52011	Dzielny Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Dzika, który nadaje swojemu jeŸdŸcowi +5% si³y w walce z potworami.	
52012	Dzielny Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Dzika, który przynosi swojemu jeŸdŸcowi +5% doœwiadczenia.	
52013	Dzielny Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Dzika, który podwy¿sza P¯ swojego jeŸdŸca o 500.	
52014	Dzielny Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Dzika, który podwy¿sza obronê swojego jeŸdŸca o 150.	
52015	Dzielny Dzik (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Dzika, który podwy¿sza atak swojego jeŸdŸca o 100.	
52016	M³ody Wilk (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Wilka, który, po przejœciu szkolenia bojowego, nadaje swojemu jeŸdŸcowi maks. 5% si³y w walce z potworami.	
52017	M³ody Wilk (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Wilka, który, po przejœciu szkolenia bojowego, przynosi swojemu jeŸdŸcowi maks. 5% dodatkowych PD.	
52018	M³ody Wilk (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Wilka, który, po przejœciu szkolenia bojowego, podwy¿sza P¯ swojego jeŸdŸca o maks. 500.	
52019	M³ody Wilk (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Wilka, który, po przejœciu szkolenia bojowego, podwy¿sza obronê swojego jeŸdŸca o maks. 150.	
52020	M³ody Wilk (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Wilka, który, po przejœciu szkolenia bojowego, podwy¿sza atak swojego jeŸdŸca o maks. 100.	
52021	Dziki Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Wilka, który nadaje swojemu jeŸdŸcowi +3% si³y w walce z potworami.	
52022	Dziki Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Wilka, który przynosi swojemu jeŸdŸcowi +3% doœwiadczenia.	
52023	Dziki Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Wilka, który podwy¿sza P¯ swojego jeŸdŸca o 250.	
52024	Dziki Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Wilka, który podwy¿sza obronê swojego jeŸdŸca o 50.	
52025	Dziki Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Wilka, który podwy¿sza atak swojego jeŸdŸca o 30.	
52026	Dzielny Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Wilka, który nadaje swojemu jeŸdŸcowi +5% si³y w walce z potworami.	
52027	Dzielny Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Wilka, który przynosi swojemu jeŸdŸcowi +5% doœwiadczenia.	
52028	Dzielny Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Wilka, który podwy¿sza P¯ swojego jeŸdŸca o 500.	
52029	Dzielny Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Wilka, który podwy¿sza obronê swojego jeŸdŸca o 150.	
52030	Dzielny Wilk (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Wilka, który podwy¿sza atak swojego jeŸdŸca o 100.	
52031	M³ody Lew (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Lwa, który, po przejœciu szkolenia bojowego, nadaje swojemu jeŸdŸcowi maks. 5% si³y w walce z potworami.	
52032	M³ody Lew (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Lwa, który, po przejœciu szkolenia bojowego, przynosi swojemu jeŸdŸcowi maks. 5% dodatkowych PD.	
52033	M³ody Lew (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Lwa, który, po przejœciu szkolenia bojowego, podwy¿sza P¯ swojego jeŸdŸca o maks. 500.	
52034	M³ody Lew (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Lwa, który, po przejœciu szkolenia bojowego, podwy¿sza obronê swojego jeŸdŸca o maks. 150.	
52035	M³ody Lew (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Lwa, który, po przejœciu szkolenia bojowego, podwy¿sza atak swojego jeŸdŸca o maks. 100.	
52036	Dziki Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Lwa, który nadaje swojemu jeŸdŸcowi +3% si³y w walce z potworami.	
52037	Dziki Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Lwa, który przynosi swojemu jeŸdŸcowi +3% doœwiadczenia.	
52038	Dziki Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Lwa, który podwy¿sza P¯ swojego jeŸdŸca o 250.	
52039	Dziki Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Lwa, który podwy¿sza obronê swojego jeŸdŸca o 50.	
52040	Dziki Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Lwa, który podwy¿sza atak swojego jeŸdŸca o 30.	
52041	Dzielny Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Lwa, który nadaje swojemu jeŸdŸcowi +5% si³y w walce z potworami.	
52042	Dzielny Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Lwa, który przynosi swojemu jeŸdŸcowi +5% doœwiadczenia.	
